"","geoid","year","NAME","measure_type","value","measure","region_type"
"28",51001990100,2021,"Census Tract 9901, Accomack County, Virginia","index",NA,"scaled_score","tract"
"29",51001990200,2021,"Census Tract 9902, Accomack County, Virginia","average",NA,"average_years_schooling","tract"
"30",51001990200,2021,"Census Tract 9902, Accomack County, Virginia","index",NA,"scaled_score","tract"
"31",51003010100,2021,"Census Tract 101, Albemarle County, Virginia","average",14.8100396301189,"average_years_schooling","tract"
"32",51003010100,2021,"Census Tract 101, Albemarle County, Virginia","index",0.46913271598853,"scaled_score","tract"
"33",51003010201,2021,"Census Tract 102.01, Albemarle County, Virginia","average",15.270680495826,"average_years_schooling","tract"
"34",51003010201,2021,"Census Tract 102.01, Albemarle County, Virginia","index",0.527495837282095,"scaled_score","tract"
"35",51003010202,2021,"Census Tract 102.02, Albemarle County, Virginia","average",15.9802282918875,"average_years_schooling","tract"
"36",51003010202,2021,"Census Tract 102.02, Albemarle County, Virginia","index",0.617395425373473,"scaled_score","tract"
"37",51003010301,2021,"Census Tract 103.01, Albemarle County, Virginia","average",14.2884138785626,"average_years_schooling","tract"
"38",51003010301,2021,"Census Tract 103.01, Albemarle County, Virginia","index",0.403042819771444,"scaled_score","tract"
"39",51003010302,2021,"Census Tract 103.02, Albemarle County, Virginia","average",15.0449826989619,"average_years_schooling","tract"
"40",51003010302,2021,"Census Tract 103.02, Albemarle County, Virginia","index",0.498899963848577,"scaled_score","tract"
"41",51003010303,2021,"Census Tract 103.03, Albemarle County, Virginia","average",14.9164813442056,"average_years_schooling","tract"
"42",51003010303,2021,"Census Tract 103.03, Albemarle County, Virginia","index",0.482618863511288,"scaled_score","tract"
"43",51003010401,2021,"Census Tract 104.01, Albemarle County, Virginia","average",14.5926085706068,"average_years_schooling","tract"
"44",51003010401,2021,"Census Tract 104.01, Albemarle County, Virginia","index",0.441584236806572,"scaled_score","tract"
"45",51003010402,2021,"Census Tract 104.02, Albemarle County, Virginia","average",15.4106391121317,"average_years_schooling","tract"
"46",51003010402,2021,"Census Tract 104.02, Albemarle County, Virginia","index",0.545228570757642,"scaled_score","tract"
"47",51003010501,2021,"Census Tract 105.01, Albemarle County, Virginia","average",15.6665164488508,"average_years_schooling","tract"
"48",51003010501,2021,"Census Tract 105.01, Albemarle County, Virginia","index",0.57764818688591,"scaled_score","tract"
"49",51003010502,2021,"Census Tract 105.02, Albemarle County, Virginia","average",15.9858223062382,"average_years_schooling","tract"
"50",51003010502,2021,"Census Tract 105.02, Albemarle County, Virginia","index",0.618104186064009,"scaled_score","tract"
"51",51003010602,2021,"Census Tract 106.02, Albemarle County, Virginia","average",16.0616512764802,"average_years_schooling","tract"
"52",51003010602,2021,"Census Tract 106.02, Albemarle County, Virginia","index",0.627711704018384,"scaled_score","tract"
"53",51003010603,2021,"Census Tract 106.03, Albemarle County, Virginia","average",14.786379769299,"average_years_schooling","tract"
"54",51003010603,2021,"Census Tract 106.03, Albemarle County, Virginia","index",0.466135015546344,"scaled_score","tract"
"55",51003010604,2021,"Census Tract 106.04, Albemarle County, Virginia","average",15.4562572421784,"average_years_schooling","tract"
"56",51003010604,2021,"Census Tract 106.04, Albemarle County, Virginia","index",0.551008380269376,"scaled_score","tract"
"57",51003010701,2021,"Census Tract 107.01, Albemarle County, Virginia","average",14.9841915085818,"average_years_schooling","tract"
"58",51003010701,2021,"Census Tract 107.01, Albemarle County, Virginia","index",0.491197730108866,"scaled_score","tract"
"59",51003010702,2021,"Census Tract 107.02, Albemarle County, Virginia","average",14.5581257413998,"average_years_schooling","tract"
"60",51003010702,2021,"Census Tract 107.02, Albemarle County, Virginia","index",0.43721526806458,"scaled_score","tract"
"61",51003010801,2021,"Census Tract 108.01, Albemarle County, Virginia","average",14.9348137535817,"average_years_schooling","tract"
"62",51003010801,2021,"Census Tract 108.01, Albemarle County, Virginia","index",0.484941576739036,"scaled_score","tract"
"63",51003010802,2021,"Census Tract 108.02, Albemarle County, Virginia","average",14.605076142132,"average_years_schooling","tract"
"64",51003010802,2021,"Census Tract 108.02, Albemarle County, Virginia","index",0.443163876051216,"scaled_score","tract"
"65",51003010901,2021,"Census Tract 109.01, Albemarle County, Virginia","average",16.0519287833828,"average_years_schooling","tract"
"66",51003010901,2021,"Census Tract 109.01, Albemarle County, Virginia","index",0.626479865755299,"scaled_score","tract"
"67",51003010904,2021,"Census Tract 109.04, Albemarle County, Virginia","average",12.941793500617,"average_years_schooling","tract"
"68",51003010904,2021,"Census Tract 109.04, Albemarle County, Virginia","index",0.232426241205873,"scaled_score","tract"
"69",51003011000,2021,"Census Tract 110, Albemarle County, Virginia","average",16.3627244936951,"average_years_schooling","tract"
"70",51003011000,2021,"Census Tract 110, Albemarle County, Virginia","index",0.665857630710287,"scaled_score","tract"
"71",51003011101,2021,"Census Tract 111.01, Albemarle County, Virginia","average",15.043507817811,"average_years_schooling","tract"
"72",51003011101,2021,"Census Tract 111.01, Albemarle County, Virginia","index",0.498713096651346,"scaled_score","tract"
"73",51003011102,2021,"Census Tract 111.02, Albemarle County, Virginia","average",15.2625,"average_years_schooling","tract"
"74",51003011102,2021,"Census Tract 111.02, Albemarle County, Virginia","index",0.526459369817579,"scaled_score","tract"
"75",51003011103,2021,"Census Tract 111.03, Albemarle County, Virginia","average",16.1596373669689,"average_years_schooling","tract"
"76",51003011103,2021,"Census Tract 111.03, Albemarle County, Virginia","index",0.640126525433534,"scaled_score","tract"
"77",51003011201,2021,"Census Tract 112.01, Albemarle County, Virginia","average",15.155545112782,"average_years_schooling","tract"
"78",51003011201,2021,"Census Tract 112.01, Albemarle County, Virginia","index",0.512908203344181,"scaled_score","tract"
"79",51003011202,2021,"Census Tract 112.02, Albemarle County, Virginia","average",15.7522969496509,"average_years_schooling","tract"
"80",51003011202,2021,"Census Tract 112.02, Albemarle County, Virginia","index",0.588516562111652,"scaled_score","tract"
"81",51003011301,2021,"Census Tract 113.01, Albemarle County, Virginia","average",14.362818261633,"average_years_schooling","tract"
"82",51003011301,2021,"Census Tract 113.01, Albemarle County, Virginia","index",0.412469842767433,"scaled_score","tract"
"83",51003011302,2021,"Census Tract 113.02, Albemarle County, Virginia","average",14.5940656565657,"average_years_schooling","tract"
"84",51003011302,2021,"Census Tract 113.02, Albemarle County, Virginia","index",0.441768849355914,"scaled_score","tract"
"85",51003011303,2021,"Census Tract 113.03, Albemarle County, Virginia","average",15.2680106729914,"average_years_schooling","tract"
"86",51003011303,2021,"Census Tract 113.03, Albemarle County, Virginia","index",0.527157571171714,"scaled_score","tract"
"87",51003011400,2021,"Census Tract 114, Albemarle County, Virginia","average",13.6817224432483,"average_years_schooling","tract"
"88",51003011400,2021,"Census Tract 114, Albemarle County, Virginia","index",0.326175115529304,"scaled_score","tract"
"89",51005070100,2021,"Census Tract 701, Alleghany County, Virginia","average",12.9308664259928,"average_years_schooling","tract"
"90",51005070100,2021,"Census Tract 701, Alleghany County, Virginia","index",0.231041782663099,"scaled_score","tract"
"91",51005080100,2021,"Census Tract 801, Alleghany County, Virginia","average",12.8686783546864,"average_years_schooling","tract"
"92",51005080100,2021,"Census Tract 801, Alleghany County, Virginia","index",0.223162564341699,"scaled_score","tract"
"93",51005080201,2021,"Census Tract 802.01, Alleghany County, Virginia","average",13.2579382340148,"average_years_schooling","tract"
"94",51005080201,2021,"Census Tract 802.01, Alleghany County, Virginia","index",0.272481726498723,"scaled_score","tract"
"95",51005080202,2021,"Census Tract 802.02, Alleghany County, Virginia","average",12.8289684660609,"average_years_schooling","tract"
"96",51005080202,2021,"Census Tract 802.02, Alleghany County, Virginia","index",0.218131328038234,"scaled_score","tract"
"97",51005080301,2021,"Census Tract 803.01, Alleghany County, Virginia","average",12.9131693198263,"average_years_schooling","tract"
"98",51005080301,2021,"Census Tract 803.01, Alleghany County, Virginia","index",0.228799562246654,"scaled_score","tract"
"99",51005080302,2021,"Census Tract 803.02, Alleghany County, Virginia","average",12.8246691871456,"average_years_schooling","tract"
"100",51005080302,2021,"Census Tract 803.02, Alleghany County, Virginia","index",0.217586610112638,"scaled_score","tract"
"101",51007930101,2021,"Census Tract 9301.01, Amelia County, Virginia","average",12.9066742081448,"average_years_schooling","tract"
"102",51007930101,2021,"Census Tract 9301.01, Amelia County, Virginia","index",0.227976632673736,"scaled_score","tract"
"103",51007930102,2021,"Census Tract 9301.02, Amelia County, Virginia","average",12.7898849896786,"average_years_schooling","tract"
"104",51007930102,2021,"Census Tract 9301.02, Amelia County, Virginia","index",0.213179458062093,"scaled_score","tract"
"105",51007930200,2021,"Census Tract 9302, Amelia County, Virginia","average",12.6908396946565,"average_years_schooling","tract"
"106",51007930200,2021,"Census Tract 9302, Amelia County, Virginia","index",0.200630435608218,"scaled_score","tract"
"107",51009010100,2021,"Census Tract 101, Amherst County, Virginia","average",13.1701616978272,"average_years_schooling","tract"
"108",51009010100,2021,"Census Tract 101, Amherst County, Virginia","index",0.261360453920393,"scaled_score","tract"
"109",51009010201,2021,"Census Tract 102.01, Amherst County, Virginia","average",13.4826927667701,"average_years_schooling","tract"
"110",51009010201,2021,"Census Tract 102.01, Amherst County, Virginia","index",0.300958088526098,"scaled_score","tract"
"111",51009010202,2021,"Census Tract 102.02, Amherst County, Virginia","average",13.3540164778579,"average_years_schooling","tract"
"112",51009010202,2021,"Census Tract 102.02, Amherst County, Virginia","index",0.284654824060269,"scaled_score","tract"
"113",51009010300,2021,"Census Tract 103, Amherst County, Virginia","average",13.4718725413061,"average_years_schooling","tract"
"114",51009010300,2021,"Census Tract 103, Amherst County, Virginia","index",0.299587167754201,"scaled_score","tract"
"115",51009010401,2021,"Census Tract 104.01, Amherst County, Virginia","average",13.1907034287734,"average_years_schooling","tract"
"116",51009010401,2021,"Census Tract 104.01, Amherst County, Virginia","index",0.263963087824692,"scaled_score","tract"
"117",51009010402,2021,"Census Tract 104.02, Amherst County, Virginia","average",12.9299250771265,"average_years_schooling","tract"
"118",51009010402,2021,"Census Tract 104.02, Amherst County, Virginia","index",0.23092251391785,"scaled_score","tract"
"119",51009010504,2021,"Census Tract 105.04, Amherst County, Virginia","average",13.2670182166826,"average_years_schooling","tract"
"120",51009010504,2021,"Census Tract 105.04, Amherst County, Virginia","index",0.273632158796939,"scaled_score","tract"
"121",51009010505,2021,"Census Tract 105.05, Amherst County, Virginia","average",12.4829172141919,"average_years_schooling","tract"
"122",51009010505,2021,"Census Tract 105.05, Amherst County, Virginia","index",0.17428669181469,"scaled_score","tract"
"123",51009010506,2021,"Census Tract 105.06, Amherst County, Virginia","average",13.040350877193,"average_years_schooling","tract"
"124",51009010506,2021,"Census Tract 105.06, Amherst County, Virginia","index",0.244913444473539,"scaled_score","tract"
"125",51009010600,2021,"Census Tract 106, Amherst County, Virginia","average",12.5832952989503,"average_years_schooling","tract"
"126",51009010600,2021,"Census Tract 106, Amherst County, Virginia","index",0.18700457850713,"scaled_score","tract"
"127",51011040101,2021,"Census Tract 401.01, Appomattox County, Virginia","average",13.5201249132547,"average_years_schooling","tract"
"128",51011040101,2021,"Census Tract 401.01, Appomattox County, Virginia","index",0.30570073527804,"scaled_score","tract"
"129",51011040102,2021,"Census Tract 401.02, Appomattox County, Virginia","average",12.8960481099656,"average_years_schooling","tract"
"130",51011040102,2021,"Census Tract 401.02, Appomattox County, Virginia","index",0.226630307796641,"scaled_score","tract"
"131",51011040200,2021,"Census Tract 402, Appomattox County, Virginia","average",12.9386320627197,"average_years_schooling","tract"
"132",51011040200,2021,"Census Tract 402, Appomattox County, Virginia","index",0.23202568754856,"scaled_score","tract"
"133",51011040300,2021,"Census Tract 403, Appomattox County, Virginia","average",12.8065681444992,"average_years_schooling","tract"
"134",51011040300,2021,"Census Tract 403, Appomattox County, Virginia","index",0.215293211011173,"scaled_score","tract"
"135",51013100100,2021,"Census Tract 1001, Arlington County, Virginia","average",16.2921863069483,"average_years_schooling","tract"
"136",51013100100,2021,"Census Tract 1001, Arlington County, Virginia","index",0.656920454147351,"scaled_score","tract"
"137",51013100200,2021,"Census Tract 1002, Arlington County, Virginia","average",16.0499003984064,"average_years_schooling","tract"
"138",51013100200,2021,"Census Tract 1002, Arlington County, Virginia","index",0.626222869715169,"scaled_score","tract"
"139",51013100300,2021,"Census Tract 1003, Arlington County, Virginia","average",16.365133560956,"average_years_schooling","tract"
"140",51013100300,2021,"Census Tract 1003, Arlington County, Virginia","index",0.666162859132736,"scaled_score","tract"
"141",51013100400,2021,"Census Tract 1004, Arlington County, Virginia","average",17.1308700400437,"average_years_schooling","tract"
"142",51013100400,2021,"Census Tract 1004, Arlington County, Virginia","index",0.763181544045336,"scaled_score","tract"
"143",51013100500,2021,"Census Tract 1005, Arlington County, Virginia","average",16.8877187297472,"average_years_schooling","tract"
"144",51013100500,2021,"Census Tract 1005, Arlington County, Virginia","index",0.732374313354377,"scaled_score","tract"
"145",51013100600,2021,"Census Tract 1006, Arlington County, Virginia","average",16.214371257485,"average_years_schooling","tract"
"146",51013100600,2021,"Census Tract 1006, Arlington County, Virginia","index",0.647061300285002,"scaled_score","tract"
"147",51013100700,2021,"Census Tract 1007, Arlington County, Virginia","average",16.26796875,"average_years_schooling","tract"
"148",51013100700,2021,"Census Tract 1007, Arlington County, Virginia","index",0.653852093698176,"scaled_score","tract"
"149",51013100800,2021,"Census Tract 1008, Arlington County, Virginia","average",15.3269589552239,"average_years_schooling","tract"
"150",51013100800,2021,"Census Tract 1008, Arlington County, Virginia","index",0.534626308754734,"scaled_score","tract"
"151",51013100900,2021,"Census Tract 1009, Arlington County, Virginia","average",15.9645356234097,"average_years_schooling","tract"
"152",51013100900,2021,"Census Tract 1009, Arlington County, Virginia","index",0.615407166879766,"scaled_score","tract"
"153",51013101000,2021,"Census Tract 1010, Arlington County, Virginia","average",16.4087285771224,"average_years_schooling","tract"
"154",51013101000,2021,"Census Tract 1010, Arlington County, Virginia","index",0.671686340451324,"scaled_score","tract"
"155",51013101100,2021,"Census Tract 1011, Arlington County, Virginia","average",16.887913796934,"average_years_schooling","tract"
"156",51013101100,2021,"Census Tract 1011, Arlington County, Virginia","index",0.732399028334592,"scaled_score","tract"
"157",51013101200,2021,"Census Tract 1012, Arlington County, Virginia","average",15.7801890094505,"average_years_schooling","tract"
"158",51013101200,2021,"Census Tract 1012, Arlington County, Virginia","index",0.592050481462714,"scaled_score","tract"
"159",51013101300,2021,"Census Tract 1013, Arlington County, Virginia","average",16.541181041181,"average_years_schooling","tract"
"160",51013101300,2021,"Census Tract 1013, Arlington County, Virginia","index",0.688468045681976,"scaled_score","tract"
"161",51013101401,2021,"Census Tract 1014.01, Arlington County, Virginia","average",16.3327414772727,"average_years_schooling","tract"
"162",51013101401,2021,"Census Tract 1014.01, Arlington County, Virginia","index",0.662058787501885,"scaled_score","tract"
"163",51013101402,2021,"Census Tract 1014.02, Arlington County, Virginia","average",16.7613333333333,"average_years_schooling","tract"
"164",51013101402,2021,"Census Tract 1014.02, Arlington County, Virginia","index",0.71636130458817,"scaled_score","tract"
"165",51013101405,2021,"Census Tract 1014.05, Arlington County, Virginia","average",16.9438457175269,"average_years_schooling","tract"
"166",51013101405,2021,"Census Tract 1014.05, Arlington County, Virginia","index",0.739485593398107,"scaled_score","tract"
"167",51013101406,2021,"Census Tract 1014.06, Arlington County, Virginia","average",17.171605789111,"average_years_schooling","tract"
"168",51013101406,2021,"Census Tract 1014.06, Arlington County, Virginia","index",0.768342756696645,"scaled_score","tract"
"169",51013101407,2021,"Census Tract 1014.07, Arlington County, Virginia","average",16.6939704209329,"average_years_schooling","tract"
"170",51013101407,2021,"Census Tract 1014.07, Arlington County, Virginia","index",0.707826434758328,"scaled_score","tract"
"171",51013101408,2021,"Census Tract 1014.08, Arlington County, Virginia","average",16.3423799582464,"average_years_schooling","tract"
"172",51013101408,2021,"Census Tract 1014.08, Arlington County, Virginia","index",0.663279981442821,"scaled_score","tract"
"173",51013101409,2021,"Census Tract 1014.09, Arlington County, Virginia","average",16.493059125964,"average_years_schooling","tract"
"174",51013101409,2021,"Census Tract 1014.09, Arlington County, Virginia","index",0.682371007004395,"scaled_score","tract"
"175",51013101501,2021,"Census Tract 1015.01, Arlington County, Virginia","average",16.7161915204678,"average_years_schooling","tract"
"176",51013101501,2021,"Census Tract 1015.01, Arlington County, Virginia","index",0.710641844384317,"scaled_score","tract"
"177",51013101502,2021,"Census Tract 1015.02, Arlington County, Virginia","average",17.060841159657,"average_years_schooling","tract"
"178",51013101502,2021,"Census Tract 1015.02, Arlington County, Virginia","index",0.754308896513756,"scaled_score","tract"
"179",51013101503,2021,"Census Tract 1015.03, Arlington County, Virginia","average",17.2378089512358,"average_years_schooling","tract"
"180",51013101503,2021,"Census Tract 1015.03, Arlington County, Virginia","index",0.776730686358898,"scaled_score","tract"
"181",51013101601,2021,"Census Tract 1016.01, Arlington County, Virginia","average",17.4316816816817,"average_years_schooling","tract"
"182",51013101601,2021,"Census Tract 1016.01, Arlington County, Virginia","index",0.801294329155026,"scaled_score","tract"
"183",51013101602,2021,"Census Tract 1016.02, Arlington County, Virginia","average",16.6689907038513,"average_years_schooling","tract"
"184",51013101602,2021,"Census Tract 1016.02, Arlington County, Virginia","index",0.704661508746661,"scaled_score","tract"
"185",51013101603,2021,"Census Tract 1016.03, Arlington County, Virginia","average",16.3896879240163,"average_years_schooling","tract"
"186",51013101603,2021,"Census Tract 1016.03, Arlington County, Virginia","index",0.669273892860438,"scaled_score","tract"
"187",51013101701,2021,"Census Tract 1017.01, Arlington County, Virginia","average",16.2555090348171,"average_years_schooling","tract"
"188",51013101701,2021,"Census Tract 1017.01, Arlington County, Virginia","index",0.65227344985079,"scaled_score","tract"
"189",51013101703,2021,"Census Tract 1017.03, Arlington County, Virginia","average",16.803738317757,"average_years_schooling","tract"
"190",51013101703,2021,"Census Tract 1017.03, Arlington County, Virginia","index",0.721734009082314,"scaled_score","tract"
"191",51013101704,2021,"Census Tract 1017.04, Arlington County, Virginia","average",16.9293179317932,"average_years_schooling","tract"
"192",51013101704,2021,"Census Tract 1017.04, Arlington County, Virginia","index",0.73764492535489,"scaled_score","tract"
"193",51013101705,2021,"Census Tract 1017.05, Arlington County, Virginia","average",16.3264188516429,"average_years_schooling","tract"
"194",51013101705,2021,"Census Tract 1017.05, Arlington County, Virginia","index",0.661257711883111,"scaled_score","tract"
"195",51013101801,2021,"Census Tract 1018.01, Arlington County, Virginia","average",17.2262491203378,"average_years_schooling","tract"
"196",51013101801,2021,"Census Tract 1018.01, Arlington County, Virginia","index",0.775266057701173,"scaled_score","tract"
"197",51013101803,2021,"Census Tract 1018.03, Arlington County, Virginia","average",15.9170579029734,"average_years_schooling","tract"
"198",51013101803,2021,"Census Tract 1018.03, Arlington County, Virginia","index",0.609391747574075,"scaled_score","tract"
"199",51013101804,2021,"Census Tract 1018.04, Arlington County, Virginia","average",15.2729057591623,"average_years_schooling","tract"
"200",51013101804,2021,"Census Tract 1018.04, Arlington County, Virginia","index",0.527777777777778,"scaled_score","tract"
"201",51013101805,2021,"Census Tract 1018.05, Arlington County, Virginia","average",17.1539427423405,"average_years_schooling","tract"
"202",51013101805,2021,"Census Tract 1018.05, Arlington County, Virginia","index",0.766104851600028,"scaled_score","tract"
"203",51013101900,2021,"Census Tract 1019, Arlington County, Virginia","average",16.9884526558891,"average_years_schooling","tract"
"204",51013101900,2021,"Census Tract 1019, Arlington County, Virginia","index",0.745137285091096,"scaled_score","tract"
"205",51013102001,2021,"Census Tract 1020.01, Arlington County, Virginia","average",15.410298458511,"average_years_schooling","tract"
"206",51013102001,2021,"Census Tract 1020.01, Arlington County, Virginia","index",0.545185410000397,"scaled_score","tract"
"207",51013102002,2021,"Census Tract 1020.02, Arlington County, Virginia","average",15.5818353831599,"average_years_schooling","tract"
"208",51013102002,2021,"Census Tract 1020.02, Arlington County, Virginia","index",0.566919109906162,"scaled_score","tract"
"209",51013102003,2021,"Census Tract 1020.03, Arlington County, Virginia","average",14.9180587557604,"average_years_schooling","tract"
"210",51013102003,2021,"Census Tract 1020.03, Arlington County, Virginia","index",0.482818721293685,"scaled_score","tract"
"211",51013102100,2021,"Census Tract 1021, Arlington County, Virginia","average",15.4673799582463,"average_years_schooling","tract"
"212",51013102100,2021,"Census Tract 1021, Arlington County, Virginia","index",0.552417626550615,"scaled_score","tract"
"213",51013102200,2021,"Census Tract 1022, Arlington County, Virginia","average",12.7847540983607,"average_years_schooling","tract"
"214",51013102200,2021,"Census Tract 1022, Arlington County, Virginia","index",0.212529374983009,"scaled_score","tract"
"215",51013102301,2021,"Census Tract 1023.01, Arlington County, Virginia","average",15.5608465608466,"average_years_schooling","tract"
"216",51013102301,2021,"Census Tract 1023.01, Arlington County, Virginia","index",0.564259829599796,"scaled_score","tract"
"217",51013102302,2021,"Census Tract 1023.02, Arlington County, Virginia","average",15.3899782135076,"average_years_schooling","tract"
"218",51013102302,2021,"Census Tract 1023.02, Arlington County, Virginia","index",0.542610838328329,"scaled_score","tract"
"219",51013102400,2021,"Census Tract 1024, Arlington County, Virginia","average",15.428987618354,"average_years_schooling","tract"
"220",51013102400,2021,"Census Tract 1024, Arlington County, Virginia","index",0.54755332345314,"scaled_score","tract"
"221",51013102500,2021,"Census Tract 1025, Arlington County, Virginia","average",16.0357997823721,"average_years_schooling","tract"
"222",51013102500,2021,"Census Tract 1025, Arlington County, Virginia","index",0.624436324002043,"scaled_score","tract"
"223",51013102600,2021,"Census Tract 1026, Arlington County, Virginia","average",15.2189840442852,"average_years_schooling","tract"
"224",51013102600,2021,"Census Tract 1026, Arlington County, Virginia","index",0.520945905445096,"scaled_score","tract"
"225",51013102701,2021,"Census Tract 1027.01, Arlington County, Virginia","average",13.8424322289157,"average_years_schooling","tract"
"226",51013102701,2021,"Census Tract 1027.01, Arlington County, Virginia","index",0.346537018721653,"scaled_score","tract"
"227",51013102702,2021,"Census Tract 1027.02, Arlington County, Virginia","average",15.1549069916613,"average_years_schooling","tract"
"228",51013102702,2021,"Census Tract 1027.02, Arlington County, Virginia","index",0.512827353504021,"scaled_score","tract"
"229",51013102802,2021,"Census Tract 1028.02, Arlington County, Virginia","average",16.3465723612622,"average_years_schooling","tract"
"230",51013102802,2021,"Census Tract 1028.02, Arlington County, Virginia","index",0.663811158209677,"scaled_score","tract"
"231",51013102803,2021,"Census Tract 1028.03, Arlington County, Virginia","average",14.9320498301246,"average_years_schooling","tract"
"232",51013102803,2021,"Census Tract 1028.03, Arlington County, Virginia","index",0.484591388095386,"scaled_score","tract"
"233",51013102804,2021,"Census Tract 1028.04, Arlington County, Virginia","average",13.858029582673,"average_years_schooling","tract"
"234",51013102804,2021,"Census Tract 1028.04, Arlington County, Virginia","index",0.348513200856083,"scaled_score","tract"
"235",51013102901,2021,"Census Tract 1029.01, Arlington County, Virginia","average",17.0622803592347,"average_years_schooling","tract"
"236",51013102901,2021,"Census Tract 1029.01, Arlington County, Virginia","index",0.754491242861574,"scaled_score","tract"
"237",51013102903,2021,"Census Tract 1029.03, Arlington County, Virginia","average",16.4491114701131,"average_years_schooling","tract"
"238",51013102903,2021,"Census Tract 1029.03, Arlington County, Virginia","index",0.676802846296252,"scaled_score","tract"
"239",51013102904,2021,"Census Tract 1029.04, Arlington County, Virginia","average",15.4051490514905,"average_years_schooling","tract"
"240",51013102904,2021,"Census Tract 1029.04, Arlington County, Virginia","index",0.544532980984868,"scaled_score","tract"
"241",51013103000,2021,"Census Tract 1030, Arlington County, Virginia","average",17.2721568627451,"average_years_schooling","tract"
"242",51013103000,2021,"Census Tract 1030, Arlington County, Virginia","index",0.781082561050954,"scaled_score","tract"
"243",51013103100,2021,"Census Tract 1031, Arlington County, Virginia","average",15.3733528550512,"average_years_schooling","tract"
"244",51013103100,2021,"Census Tract 1031, Arlington County, Virginia","index",0.540504408169014,"scaled_score","tract"
"245",51013103200,2021,"Census Tract 1032, Arlington County, Virginia","average",15.8465587044534,"average_years_schooling","tract"
"246",51013103200,2021,"Census Tract 1032, Arlington County, Virginia","index",0.600459510813007,"scaled_score","tract"
"247",51013103300,2021,"Census Tract 1033, Arlington County, Virginia","average",16.2050458715596,"average_years_schooling","tract"
"248",51013103300,2021,"Census Tract 1033, Arlington County, Virginia","index",0.645879775434753,"scaled_score","tract"
"249",51013103401,2021,"Census Tract 1034.01, Arlington County, Virginia","average",12.8860598345003,"average_years_schooling","tract"
"250",51013103401,2021,"Census Tract 1034.01, Arlington County, Virginia","index",0.225364794951616,"scaled_score","tract"
"251",51013103403,2021,"Census Tract 1034.03, Arlington County, Virginia","average",16.0607082630691,"average_years_schooling","tract"
"252",51013103403,2021,"Census Tract 1034.03, Arlington County, Virginia","index",0.627592224375592,"scaled_score","tract"
"253",51013103404,2021,"Census Tract 1034.04, Arlington County, Virginia","average",16.6014492753623,"average_years_schooling","tract"
