"geoid","measure","year","value"
51003011303,"incarceration_rate_per_100000",2020,373
51003011400,"incarceration_rate_per_100000",2020,482
51005070100,"incarceration_rate_per_100000",2020,1214
51005080100,"incarceration_rate_per_100000",2020,991
51005080201,"incarceration_rate_per_100000",2020,641
51005080202,"incarceration_rate_per_100000",2020,916
51005080301,"incarceration_rate_per_100000",2020,483
51005080302,"incarceration_rate_per_100000",2020,815
51007930101,"incarceration_rate_per_100000",2020,641
51007930102,"incarceration_rate_per_100000",2020,556
51007930200,"incarceration_rate_per_100000",2020,694
51009010100,"incarceration_rate_per_100000",2020,526
51009010201,"incarceration_rate_per_100000",2020,475
51009010202,"incarceration_rate_per_100000",2020,537
51009010300,"incarceration_rate_per_100000",2020,628
51009010401,"incarceration_rate_per_100000",2020,1003
51009010402,"incarceration_rate_per_100000",2020,323
51009010504,"incarceration_rate_per_100000",2020,594
51009010505,"incarceration_rate_per_100000",2020,2245
51009010506,"incarceration_rate_per_100000",2020,938
51009010600,"incarceration_rate_per_100000",2020,1185
51011040101,"incarceration_rate_per_100000",2020,325
51011040102,"incarceration_rate_per_100000",2020,760
51011040200,"incarceration_rate_per_100000",2020,679
51011040300,"incarceration_rate_per_100000",2020,1018
51013100100,"incarceration_rate_per_100000",2020,39
51013100200,"incarceration_rate_per_100000",2020,0
51013100300,"incarceration_rate_per_100000",2020,0
51013100400,"incarceration_rate_per_100000",2020,0
51013100500,"incarceration_rate_per_100000",2020,0
51013100600,"incarceration_rate_per_100000",2020,0
51013100700,"incarceration_rate_per_100000",2020,51
51013100800,"incarceration_rate_per_100000",2020,0
51013100900,"incarceration_rate_per_100000",2020,45
51013101000,"incarceration_rate_per_100000",2020,30
51013101100,"incarceration_rate_per_100000",2020,0
51013101200,"incarceration_rate_per_100000",2020,103
51013101300,"incarceration_rate_per_100000",2020,43
51013101401,"incarceration_rate_per_100000",2020,0
51013101402,"incarceration_rate_per_100000",2020,0
51013101405,"incarceration_rate_per_100000",2020,0
51013101406,"incarceration_rate_per_100000",2020,27
51013101407,"incarceration_rate_per_100000",2020,0
51013101408,"incarceration_rate_per_100000",2020,0
51013101409,"incarceration_rate_per_100000",2020,47
51013101501,"incarceration_rate_per_100000",2020,96
51013101502,"incarceration_rate_per_100000",2020,0
51013101503,"incarceration_rate_per_100000",2020,111
51013101601,"incarceration_rate_per_100000",2020,73
51013101602,"incarceration_rate_per_100000",2020,60
51013101603,"incarceration_rate_per_100000",2020,45
51013101701,"incarceration_rate_per_100000",2020,0
51013101703,"incarceration_rate_per_100000",2020,43
51013101704,"incarceration_rate_per_100000",2020,0
51013101705,"incarceration_rate_per_100000",2020,0
51013101801,"incarceration_rate_per_100000",2020,206
51013101803,"incarceration_rate_per_100000",2020,42
51013101804,"incarceration_rate_per_100000",2020,180
51013101805,"incarceration_rate_per_100000",2020,53
51013101900,"incarceration_rate_per_100000",2020,0
51013102001,"incarceration_rate_per_100000",2020,36
51013102002,"incarceration_rate_per_100000",2020,161
51013102003,"incarceration_rate_per_100000",2020,228
51013102100,"incarceration_rate_per_100000",2020,0
51013102200,"incarceration_rate_per_100000",2020,266
51013102301,"incarceration_rate_per_100000",2020,173
51013102302,"incarceration_rate_per_100000",2020,128
51013102400,"incarceration_rate_per_100000",2020,166
51013102500,"incarceration_rate_per_100000",2020,283
51013102600,"incarceration_rate_per_100000",2020,54
51013102701,"incarceration_rate_per_100000",2020,223
51013102702,"incarceration_rate_per_100000",2020,104
51013102802,"incarceration_rate_per_100000",2020,76
51013102803,"incarceration_rate_per_100000",2020,0
51013102804,"incarceration_rate_per_100000",2020,56
51013102901,"incarceration_rate_per_100000",2020,0
51013102903,"incarceration_rate_per_100000",2020,62
51013102904,"incarceration_rate_per_100000",2020,128
51013103000,"incarceration_rate_per_100000",2020,0
51013103100,"incarceration_rate_per_100000",2020,257
51013103200,"incarceration_rate_per_100000",2020,109
51013103300,"incarceration_rate_per_100000",2020,160
51013103401,"incarceration_rate_per_100000",2020,0
51013103403,"incarceration_rate_per_100000",2020,0
51013103404,"incarceration_rate_per_100000",2020,69
51013103405,"incarceration_rate_per_100000",2020,0
51013103501,"incarceration_rate_per_100000",2020,57
51013103503,"incarceration_rate_per_100000",2020,39
51013103504,"incarceration_rate_per_100000",2020,0
51013103505,"incarceration_rate_per_100000",2020,0
51013103601,"incarceration_rate_per_100000",2020,0
51013103602,"incarceration_rate_per_100000",2020,0
51013103700,"incarceration_rate_per_100000",2020,76
51013103800,"incarceration_rate_per_100000",2020,101
51013980100,"incarceration_rate_per_100000",2020,0
51013980200,"incarceration_rate_per_100000",2020,0
51015070100,"incarceration_rate_per_100000",2020,1329
51015070200,"incarceration_rate_per_100000",2020,421
51015070300,"incarceration_rate_per_100000",2020,417
51015070400,"incarceration_rate_per_100000",2020,875
51015070500,"incarceration_rate_per_100000",2020,841
51015070601,"incarceration_rate_per_100000",2020,402
51015070602,"incarceration_rate_per_100000",2020,681
51015070603,"incarceration_rate_per_100000",2020,345
51015070701,"incarceration_rate_per_100000",2020,947
51015070702,"incarceration_rate_per_100000",2020,618
51015070801,"incarceration_rate_per_100000",2020,434
51015070802,"incarceration_rate_per_100000",2020,908
51015070900,"incarceration_rate_per_100000",2020,538
51015071000,"incarceration_rate_per_100000",2020,793
51015071101,"incarceration_rate_per_100000",2020,578
51015071102,"incarceration_rate_per_100000",2020,581
51015071201,"incarceration_rate_per_100000",2020,799
51015071202,"incarceration_rate_per_100000",2020,714
51017920101,"incarceration_rate_per_100000",2020,377
51017920102,"incarceration_rate_per_100000",2020,380
51019030101,"incarceration_rate_per_100000",2020,233
51019030103,"incarceration_rate_per_100000",2020,115
51019030104,"incarceration_rate_per_100000",2020,157
51019030202,"incarceration_rate_per_100000",2020,331
51019030203,"incarceration_rate_per_100000",2020,148
51019030204,"incarceration_rate_per_100000",2020,206
51019030300,"incarceration_rate_per_100000",2020,385
51019030401,"incarceration_rate_per_100000",2020,510
51019030403,"incarceration_rate_per_100000",2020,830
51019030404,"incarceration_rate_per_100000",2020,996
51019030501,"incarceration_rate_per_100000",2020,546
51019030503,"incarceration_rate_per_100000",2020,205
51019030504,"incarceration_rate_per_100000",2020,349
51019030601,"incarceration_rate_per_100000",2020,448
51019030602,"incarceration_rate_per_100000",2020,715
51019030603,"incarceration_rate_per_100000",2020,738
51019030604,"incarceration_rate_per_100000",2020,575
51019030605,"incarceration_rate_per_100000",2020,535
51019050101,"incarceration_rate_per_100000",2020,711
51019050102,"incarceration_rate_per_100000",2020,381
51021040100,"incarceration_rate_per_100000",2020,415
51021040200,"incarceration_rate_per_100000",2020,342
51023040100,"incarceration_rate_per_100000",2020,624
51023040200,"incarceration_rate_per_100000",2020,612
51023040301,"incarceration_rate_per_100000",2020,344
51023040303,"incarceration_rate_per_100000",2020,167
51023040304,"incarceration_rate_per_100000",2020,128
51023040401,"incarceration_rate_per_100000",2020,312
51023040402,"incarceration_rate_per_100000",2020,297
51023040501,"incarceration_rate_per_100000",2020,345
51023040502,"incarceration_rate_per_100000",2020,685
51025930100,"incarceration_rate_per_100000",2020,1268
51025930201,"incarceration_rate_per_100000",2020,662
51025930202,"incarceration_rate_per_100000",2020,0
51025930203,"incarceration_rate_per_100000",2020,1359
51025930301,"incarceration_rate_per_100000",2020,1110
51025930302,"incarceration_rate_per_100000",2020,1338
51027010100,"incarceration_rate_per_100000",2020,1654
51027010200,"incarceration_rate_per_100000",2020,1502
51027010300,"incarceration_rate_per_100000",2020,662
51027010400,"incarceration_rate_per_100000",2020,1263
51027010500,"incarceration_rate_per_100000",2020,754
51027010600,"incarceration_rate_per_100000",2020,1305
51027010700,"incarceration_rate_per_100000",2020,1113
51029930101,"incarceration_rate_per_100000",2020,1018
51029930102,"incarceration_rate_per_100000",2020,948
51029930201,"incarceration_rate_per_100000",2020,613
51029930202,"incarceration_rate_per_100000",2020,930
51031020101,"incarceration_rate_per_100000",2020,989
51031020102,"incarceration_rate_per_100000",2020,420
51031020200,"incarceration_rate_per_100000",2020,598
51031020300,"incarceration_rate_per_100000",2020,152
51031020401,"incarceration_rate_per_100000",2020,436
51031020402,"incarceration_rate_per_100000",2020,204
51031020403,"incarceration_rate_per_100000",2020,407
51031020500,"incarceration_rate_per_100000",2020,1064
51031020600,"incarceration_rate_per_100000",2020,1152
51031020700,"incarceration_rate_per_100000",2020,938
51031020800,"incarceration_rate_per_100000",2020,925
51031020900,"incarceration_rate_per_100000",2020,1021
51033030100,"incarceration_rate_per_100000",2020,983
51033030201,"incarceration_rate_per_100000",2020,966
51033030202,"incarceration_rate_per_100000",2020,275
51033030300,"incarceration_rate_per_100000",2020,646
51033030400,"incarceration_rate_per_100000",2020,856
51033030501,"incarceration_rate_per_100000",2020,471
51033030502,"incarceration_rate_per_100000",2020,478
51033030503,"incarceration_rate_per_100000",2020,803
51033030600,"incarceration_rate_per_100000",2020,993
51035080100,"incarceration_rate_per_100000",2020,733
51035080200,"incarceration_rate_per_100000",2020,819
51035080300,"incarceration_rate_per_100000",2020,720
51035080401,"incarceration_rate_per_100000",2020,533
51035080402,"incarceration_rate_per_100000",2020,619
51035080501,"incarceration_rate_per_100000",2020,598
51035080502,"incarceration_rate_per_100000",2020,547
51035080601,"incarceration_rate_per_100000",2020,270
51035080603,"incarceration_rate_per_100000",2020,790
51035080604,"incarceration_rate_per_100000",2020,529
51036600100,"incarceration_rate_per_100000",2020,768
51036600200,"incarceration_rate_per_100000",2020,774
51036600300,"incarceration_rate_per_100000",2020,692
51037930101,"incarceration_rate_per_100000",2020,989
51037930102,"incarceration_rate_per_100000",2020,727
51037930200,"incarceration_rate_per_100000",2020,688
51037930300,"incarceration_rate_per_100000",2020,855
51041100106,"incarceration_rate_per_100000",2020,127
51041100107,"incarceration_rate_per_100000",2020,411
51041100206,"incarceration_rate_per_100000",2020,577
51041100208,"incarceration_rate_per_100000",2020,115
51041100209,"incarceration_rate_per_100000",2020,371
51041100210,"incarceration_rate_per_100000",2020,444
51041100211,"incarceration_rate_per_100000",2020,697
51041100212,"incarceration_rate_per_100000",2020,672
51041100300,"incarceration_rate_per_100000",2020,801
51041100403,"incarceration_rate_per_100000",2020,313
51041100404,"incarceration_rate_per_100000",2020,1094
51041100405,"incarceration_rate_per_100000",2020,1096
51041100406,"incarceration_rate_per_100000",2020,1694
51041100407,"incarceration_rate_per_100000",2020,774
51041100409,"incarceration_rate_per_100000",2020,303
51041100410,"incarceration_rate_per_100000",2020,885
51041100505,"incarceration_rate_per_100000",2020,431
51041100506,"incarceration_rate_per_100000",2020,430
51041100507,"incarceration_rate_per_100000",2020,234
51041100508,"incarceration_rate_per_100000",2020,703
51041100509,"incarceration_rate_per_100000",2020,167
51041100510,"incarceration_rate_per_100000",2020,309
51041100600,"incarceration_rate_per_100000",2020,205
51041100701,"incarceration_rate_per_100000",2020,608
51041100702,"incarceration_rate_per_100000",2020,563
51041100704,"incarceration_rate_per_100000",2020,486
51041100705,"incarceration_rate_per_100000",2020,405
51041100804,"incarceration_rate_per_100000",2020,509
51041100805,"incarceration_rate_per_100000",2020,813
51041100806,"incarceration_rate_per_100000",2020,639
51041100807,"incarceration_rate_per_100000",2020,596
51041100812,"incarceration_rate_per_100000",2020,405
51041100814,"incarceration_rate_per_100000",2020,707
51041100815,"incarceration_rate_per_100000",2020,319
51041100816,"incarceration_rate_per_100000",2020,564
51041100817,"incarceration_rate_per_100000",2020,504
51041100818,"incarceration_rate_per_100000",2020,602
51041100819,"incarceration_rate_per_100000",2020,525
51041100820,"incarceration_rate_per_100000",2020,456
51041100821,"incarceration_rate_per_100000",2020,196
51041100822,"incarceration_rate_per_100000",2020,100
51041100823,"incarceration_rate_per_100000",2020,153
51041100902,"incarceration_rate_per_100000",2020,176
51041100907,"incarceration_rate_per_100000",2020,412
51041100910,"incarceration_rate_per_100000",2020,471
51041100912,"incarceration_rate_per_100000",2020,160
51041100915,"incarceration_rate_per_100000",2020,239
51041100919,"incarceration_rate_per_100000",2020,302
51041100920,"incarceration_rate_per_100000",2020,563
51041100921,"incarceration_rate_per_100000",2020,202
51041100922,"incarceration_rate_per_100000",2020,413
51041100923,"incarceration_rate_per_100000",2020,500
51041100924,"incarceration_rate_per_100000",2020,93
51041100926,"incarceration_rate_per_100000",2020,59
51041100928,"incarceration_rate_per_100000",2020,114
51041100929,"incarceration_rate_per_100000",2020,92
51041100930,"incarceration_rate_per_100000",2020,59
51041100931,"incarceration_rate_per_100000",2020,103
51041100932,"incarceration_rate_per_100000",2020,170
51041100933,"incarceration_rate_per_100000",2020,322
51041100934,"incarceration_rate_per_100000",2020,186
51041100935,"incarceration_rate_per_100000",2020,25
51041100936,"incarceration_rate_per_100000",2020,99
51041100937,"incarceration_rate_per_100000",2020,188
51041100938,"incarceration_rate_per_100000",2020,38
51041101003,"incarceration_rate_per_100000",2020,43
51041101004,"incarceration_rate_per_100000",2020,357
51041101007,"incarceration_rate_per_100000",2020,63
51041101008,"incarceration_rate_per_100000",2020,52
51041101009,"incarceration_rate_per_100000",2020,125
51041101011,"incarceration_rate_per_100000",2020,283
51041101012,"incarceration_rate_per_100000",2020,125
51041101013,"incarceration_rate_per_100000",2020,80
51041101014,"incarceration_rate_per_100000",2020,111
51041101015,"incarceration_rate_per_100000",2020,154
51043010101,"incarceration_rate_per_100000",2020,239
51043010102,"incarceration_rate_per_100000",2020,96
51043010200,"incarceration_rate_per_100000",2020,160
51043010300,"incarceration_rate_per_100000",2020,138
51045050100,"incarceration_rate_per_100000",2020,265
51047930101,"incarceration_rate_per_100000",2020,567
51047930103,"incarceration_rate_per_100000",2020,317
51047930104,"incarceration_rate_per_100000",2020,280
51047930202,"incarceration_rate_per_100000",2020,491
51047930203,"incarceration_rate_per_100000",2020,422
51047930204,"incarceration_rate_per_100000",2020,1005
51047930300,"incarceration_rate_per_100000",2020,850
51047930400,"incarceration_rate_per_100000",2020,1020
51047930501,"incarceration_rate_per_100000",2020,568
51047930502,"incarceration_rate_per_100000",2020,429
51049930101,"incarceration_rate_per_100000",2020,425
51049930102,"incarceration_rate_per_100000",2020,913
51049930200,"incarceration_rate_per_100000",2020,688
51051040100,"incarceration_rate_per_100000",2020,1318
51051040200,"incarceration_rate_per_100000",2020,829
51051040300,"incarceration_rate_per_100000",2020,1061
51051040400,"incarceration_rate_per_100000",2020,1302
51053840101,"incarceration_rate_per_100000",2020,1116
51053840102,"incarceration_rate_per_100000",2020,676
51053840200,"incarceration_rate_per_100000",2020,403
51053840300,"incarceration_rate_per_100000",2020,811
51053840400,"incarceration_rate_per_100000",2020,1603
51053840500,"incarceration_rate_per_100000",2020,554
51053840601,"incarceration_rate_per_100000",2020,813
51053840602,"incarceration_rate_per_100000",2020,588
51053980100,"incarceration_rate_per_100000",2020,0
51057950600,"incarceration_rate_per_100000",2020,927
51057950700,"incarceration_rate_per_100000",2020,1287
51057950800,"incarceration_rate_per_100000",2020,284
51059415100,"incarceration_rate_per_100000",2020,247
51059415200,"incarceration_rate_per_100000",2020,0
51059415300,"incarceration_rate_per_100000",2020,357
51059415401,"incarceration_rate_per_100000",2020,131
51059415402,"incarceration_rate_per_100000",2020,143
51059415500,"incarceration_rate_per_100000",2020,95
51059415600,"incarceration_rate_per_100000",2020,0
51059415700,"incarceration_rate_per_100000",2020,0
51059415800,"incarceration_rate_per_100000",2020,20
51059415900,"incarceration_rate_per_100000",2020,93
51059416000,"incarceration_rate_per_100000",2020,197
51059416100,"incarceration_rate_per_100000",2020,0
51059416200,"incarceration_rate_per_100000",2020,38
51059416300,"incarceration_rate_per_100000",2020,99
51059420100,"incarceration_rate_per_100000",2020,49
51059420201,"incarceration_rate_per_100000",2020,54
51059420202,"incarceration_rate_per_100000",2020,0
51059420203,"incarceration_rate_per_100000",2020,37
51059420300,"incarceration_rate_per_100000",2020,65
51059420400,"incarceration_rate_per_100000",2020,78
51059420501,"incarceration_rate_per_100000",2020,102
51059420502,"incarceration_rate_per_100000",2020,79
51059420503,"incarceration_rate_per_100000",2020,228
51059420600,"incarceration_rate_per_100000",2020,183
51059420700,"incarceration_rate_per_100000",2020,47
51059420800,"incarceration_rate_per_100000",2020,110
51059421001,"incarceration_rate_per_100000",2020,140
51059421002,"incarceration_rate_per_100000",2020,112
51059421101,"incarceration_rate_per_100000",2020,118
51059421102,"incarceration_rate_per_100000",2020,114
51059421103,"incarceration_rate_per_100000",2020,84
51059421200,"incarceration_rate_per_100000",2020,99
51059421300,"incarceration_rate_per_100000",2020,82
51059421400,"incarceration_rate_per_100000",2020,256
51059421500,"incarceration_rate_per_100000",2020,225
51059421600,"incarceration_rate_per_100000",2020,280
51059421701,"incarceration_rate_per_100000",2020,243
51059421702,"incarceration_rate_per_100000",2020,75
51059421800,"incarceration_rate_per_100000",2020,235
51059421900,"incarceration_rate_per_100000",2020,69
51059422000,"incarceration_rate_per_100000",2020,0
51059422101,"incarceration_rate_per_100000",2020,87
51059422102,"incarceration_rate_per_100000",2020,224
51059422201,"incarceration_rate_per_100000",2020,98
51059422202,"incarceration_rate_per_100000",2020,47
51059422301,"incarceration_rate_per_100000",2020,159
51059422302,"incarceration_rate_per_100000",2020,35
51059422401,"incarceration_rate_per_100000",2020,41
51059422402,"incarceration_rate_per_100000",2020,19
51059422403,"incarceration_rate_per_100000",2020,0
51059430101,"incarceration_rate_per_100000",2020,21
51059430102,"incarceration_rate_per_100000",2020,0
51059430201,"incarceration_rate_per_100000",2020,23
51059430202,"incarceration_rate_per_100000",2020,40
51059430203,"incarceration_rate_per_100000",2020,0
51059430400,"incarceration_rate_per_100000",2020,42
51059430500,"incarceration_rate_per_100000",2020,58
51059430600,"incarceration_rate_per_100000",2020,223
51059430700,"incarceration_rate_per_100000",2020,137
51059430801,"incarceration_rate_per_100000",2020,43
51059430802,"incarceration_rate_per_100000",2020,187
51059430901,"incarceration_rate_per_100000",2020,46
51059430902,"incarceration_rate_per_100000",2020,88
51059431001,"incarceration_rate_per_100000",2020,81
51059431002,"incarceration_rate_per_100000",2020,84
51059431300,"incarceration_rate_per_100000",2020,23
51059431400,"incarceration_rate_per_100000",2020,204
51059431500,"incarceration_rate_per_100000",2020,52
51059431601,"incarceration_rate_per_100000",2020,0
51059431602,"incarceration_rate_per_100000",2020,123
51059431801,"incarceration_rate_per_100000",2020,117
51059431802,"incarceration_rate_per_100000",2020,61
51059431900,"incarceration_rate_per_100000",2020,32
51059432000,"incarceration_rate_per_100000",2020,118
51059432100,"incarceration_rate_per_100000",2020,168
51059432201,"incarceration_rate_per_100000",2020,42
51059432202,"incarceration_rate_per_100000",2020,42
51059432300,"incarceration_rate_per_100000",2020,20
51059432401,"incarceration_rate_per_100000",2020,28
51059432402,"incarceration_rate_per_100000",2020,39
51059432500,"incarceration_rate_per_100000",2020,17
51059432600,"incarceration_rate_per_100000",2020,40
51059432701,"incarceration_rate_per_100000",2020,64
51059432702,"incarceration_rate_per_100000",2020,89
51059432800,"incarceration_rate_per_100000",2020,135
51059440100,"incarceration_rate_per_100000",2020,27
51059440201,"incarceration_rate_per_100000",2020,48
51059440202,"incarceration_rate_per_100000",2020,149
51059440300,"incarceration_rate_per_100000",2020,36
51059440501,"incarceration_rate_per_100000",2020,20
51059440503,"incarceration_rate_per_100000",2020,0
51059440504,"incarceration_rate_per_100000",2020,0
51059440505,"incarceration_rate_per_100000",2020,0
51059440600,"incarceration_rate_per_100000",2020,133
51059440701,"incarceration_rate_per_100000",2020,35
51059440702,"incarceration_rate_per_100000",2020,0
51059440800,"incarceration_rate_per_100000",2020,31
51059450100,"incarceration_rate_per_100000",2020,127
51059450200,"incarceration_rate_per_100000",2020,161
51059450300,"incarceration_rate_per_100000",2020,124
51059450400,"incarceration_rate_per_100000",2020,0
51059450500,"incarceration_rate_per_100000",2020,130
51059450601,"incarceration_rate_per_100000",2020,72
51059450602,"incarceration_rate_per_100000",2020,145
51059450701,"incarceration_rate_per_100000",2020,33
51059450702,"incarceration_rate_per_100000",2020,109
51059450800,"incarceration_rate_per_100000",2020,86
51059450900,"incarceration_rate_per_100000",2020,0
51059451000,"incarceration_rate_per_100000",2020,74
51059451100,"incarceration_rate_per_100000",2020,43
51059451200,"incarceration_rate_per_100000",2020,0
51059451300,"incarceration_rate_per_100000",2020,0
51059451400,"incarceration_rate_per_100000",2020,184
51059451501,"incarceration_rate_per_100000",2020,170
51059451502,"incarceration_rate_per_100000",2020,122
51059451601,"incarceration_rate_per_100000",2020,228
51059451602,"incarceration_rate_per_100000",2020,138
51059451800,"incarceration_rate_per_100000",2020,57
51059451900,"incarceration_rate_per_100000",2020,100
51059452000,"incarceration_rate_per_100000",2020,131
51059452101,"incarceration_rate_per_100000",2020,98
51059452102,"incarceration_rate_per_100000",2020,89
51059452200,"incarceration_rate_per_100000",2020,157
51059452301,"incarceration_rate_per_100000",2020,224
51059452302,"incarceration_rate_per_100000",2020,173
51059452400,"incarceration_rate_per_100000",2020,82
51059452501,"incarceration_rate_per_100000",2020,128
51059452502,"incarceration_rate_per_100000",2020,140
51059452600,"incarceration_rate_per_100000",2020,173
51059452700,"incarceration_rate_per_100000",2020,296
51059452801,"incarceration_rate_per_100000",2020,142
51059452802,"incarceration_rate_per_100000",2020,99
51059460100,"incarceration_rate_per_100000",2020,0
51059460200,"incarceration_rate_per_100000",2020,76
51059460300,"incarceration_rate_per_100000",2020,35
51059460400,"incarceration_rate_per_100000",2020,19
51059460501,"incarceration_rate_per_100000",2020,74
51059460503,"incarceration_rate_per_100000",2020,26
51059460504,"incarceration_rate_per_100000",2020,75
51059460600,"incarceration_rate_per_100000",2020,24
51059460701,"incarceration_rate_per_100000",2020,86
51059460702,"incarceration_rate_per_100000",2020,0
51059460800,"incarceration_rate_per_100000",2020,32
51059460900,"incarceration_rate_per_100000",2020,0
51059461000,"incarceration_rate_per_100000",2020,79
51059461100,"incarceration_rate_per_100000",2020,13
51059461201,"incarceration_rate_per_100000",2020,0
51059461202,"incarceration_rate_per_100000",2020,123
51059461500,"incarceration_rate_per_100000",2020,29
51059461603,"incarceration_rate_per_100000",2020,40
51059461604,"incarceration_rate_per_100000",2020,0
51059461605,"incarceration_rate_per_100000",2020,0
51059461606,"incarceration_rate_per_100000",2020,33
51059461700,"incarceration_rate_per_100000",2020,173
51059461801,"incarceration_rate_per_100000",2020,72
51059461802,"incarceration_rate_per_100000",2020,55
51059461901,"incarceration_rate_per_100000",2020,106
51059461902,"incarceration_rate_per_100000",2020,217
51059470100,"incarceration_rate_per_100000",2020,36
51059470300,"incarceration_rate_per_100000",2020,29
51059470400,"incarceration_rate_per_100000",2020,40
51059470500,"incarceration_rate_per_100000",2020,35
51059470600,"incarceration_rate_per_100000",2020,35
51059470700,"incarceration_rate_per_100000",2020,52
51059470800,"incarceration_rate_per_100000",2020,0
51059470900,"incarceration_rate_per_100000",2020,0
51059471000,"incarceration_rate_per_100000",2020,44
51059471100,"incarceration_rate_per_100000",2020,57
51059471201,"incarceration_rate_per_100000",2020,33
51059471203,"incarceration_rate_per_100000",2020,0
51059471204,"incarceration_rate_per_100000",2020,37
51059471301,"incarceration_rate_per_100000",2020,25
51059471303,"incarceration_rate_per_100000",2020,24
51059471304,"incarceration_rate_per_100000",2020,0
51059471401,"incarceration_rate_per_100000",2020,53
51059471402,"incarceration_rate_per_100000",2020,169
51059480100,"incarceration_rate_per_100000",2020,23
51059480201,"incarceration_rate_per_100000",2020,22
51059480203,"incarceration_rate_per_100000",2020,0
51059480204,"incarceration_rate_per_100000",2020,52
51059480205,"incarceration_rate_per_100000",2020,0
51059480301,"incarceration_rate_per_100000",2020,0
51059480302,"incarceration_rate_per_100000",2020,0
51059480401,"incarceration_rate_per_100000",2020,0
51059480402,"incarceration_rate_per_100000",2020,33
51059480501,"incarceration_rate_per_100000",2020,28
51059480502,"incarceration_rate_per_100000",2020,69
51059480503,"incarceration_rate_per_100000",2020,61
51059480504,"incarceration_rate_per_100000",2020,50
51059480505,"incarceration_rate_per_100000",2020,31
51059480801,"incarceration_rate_per_100000",2020,93
51059480802,"incarceration_rate_per_100000",2020,128
51059480901,"incarceration_rate_per_100000",2020,158
51059480902,"incarceration_rate_per_100000",2020,190
51059480903,"incarceration_rate_per_100000",2020,286
51059481000,"incarceration_rate_per_100000",2020,256
51059481101,"incarceration_rate_per_100000",2020,0
51059481102,"incarceration_rate_per_100000",2020,27
51059481103,"incarceration_rate_per_100000",2020,109
51059481104,"incarceration_rate_per_100000",2020,0
51059481105,"incarceration_rate_per_100000",2020,38
51059481106,"incarceration_rate_per_100000",2020,37
51059481201,"incarceration_rate_per_100000",2020,0
51059481202,"incarceration_rate_per_100000",2020,190
51059481400,"incarceration_rate_per_100000",2020,90
51059481500,"incarceration_rate_per_100000",2020,44
51059481600,"incarceration_rate_per_100000",2020,0
51059481701,"incarceration_rate_per_100000",2020,0
51059481702,"incarceration_rate_per_100000",2020,21
51059481900,"incarceration_rate_per_100000",2020,52
51059482001,"incarceration_rate_per_100000",2020,21
51059482002,"incarceration_rate_per_100000",2020,0
51059482100,"incarceration_rate_per_100000",2020,31
51059482201,"incarceration_rate_per_100000",2020,81
51059482203,"incarceration_rate_per_100000",2020,128
51059482204,"incarceration_rate_per_100000",2020,51
51059482205,"incarceration_rate_per_100000",2020,38
51059482206,"incarceration_rate_per_100000",2020,87
51059482301,"incarceration_rate_per_100000",2020,130
51059482302,"incarceration_rate_per_100000",2020,173
51059482303,"incarceration_rate_per_100000",2020,0
51059482400,"incarceration_rate_per_100000",2020,43
51059482502,"incarceration_rate_per_100000",2020,32
51059482503,"incarceration_rate_per_100000",2020,62
51059482504,"incarceration_rate_per_100000",2020,0
51059482505,"incarceration_rate_per_100000",2020,85
51059482506,"incarceration_rate_per_100000",2020,75
51059482507,"incarceration_rate_per_100000",2020,0
